,Input.selftext,Answer.crowd_input
377,"Howy!

I'm looking for movies that have killer scenes using music, choreography, outstaning sountracks, etc.  Something that will stop a movie ea in it's tracks in the best way possible.  I'll try an escribe what I'm looking for.

Killer uses of music in the movie - Sometimes the song is in the movie, an it just makes everything better.  The missing reel in Death Proof with the lap ance to Down In Mexico.  The auition scene in Mulhollan Drive to 16 Reasons where it starts with the singers, an keeps revealing more an more.  The outstaning opening ance to Climax.

Absur scenes that are so far away from the rest of the movie that you spen the first 30 secons going ""what on earth is going on?"" - The inner scene in Beetlejuice, The rugge out ream scene in The Big Lebowski, that scene in the mile of Southlan Tales where Justin Timberlake is singing along to The Killers in an arcae with a bunch of pinup girls.

Scenes where the music is part of the sountrack but it is just so amn goo - The opening alternate history of Watchmen, the Ma Worl ening to Richar Kelly's first movie that I on't know if I'm allowe to mention.

Scenes where the choreography or camera work or practical effects are outstaning - like the flipping-between-two-girls ance scene in Last Night In Soho.

Some combination of all of these - The ance scene in Clerks 2 that's kin of a joke, an then is kina sweet, an then all of a suen there's like 50 choreographe ancers in a Clerks movie, the ream-like birthay party ance from Girl Asleep an then everyone is ancing an finally the main character lets loose a bit.

Here's a few scenes that have been on my min:

Beetlejuice, The inner (Banana Boat Song - Harry Belafonte)  
The Big Lebowski, Drugge Due (Just Droppe In - Kenny Rogers)  
Clerks 2, Learning to ance (ABC - Jackson 5) (Also, can we all just appreciate that Kevin Smith put a freaking ance number in a Clerks movie an it was awesome?)  
Climax, A very goo time before a very ba time (Supernature - Cerrone)  
Dark City, The throwback nightclub (Sway / The Night Has A Thousan Eyes - Anita Kesley / Jennifer Connelly)  
Death Proof, The missing reel (Down In Mexico - The Coasters)  
Girl Asleep, Happy Birthay party (You Make Me Feel - Sylvester)  
Last Night In Soho, It blows my min they i this in-camera (Wae In The Water - Graham Bon Organization)  
The Lure, Welcome to the club (I Feel Love - Kinga Preis)  
The Lure, Let's go shopping (I Came To The City - Kinga Preis)  
Mulhollan Drive, The Auition (16 Reasons - Connie Stevens) (Yes I actually like that over the Silencio scene.)  
Southlan Tales, Dream a little ream with Justin Timberlake (All These Things I've Done - The Killers)  
Southlan Tales, A very unexpecte Star Spangle Banner (The US National Anthem - Rebekah Del Rio)  
Southlan Tales, Zeppelin ance off/Floating ice-cream truck of impening apocalypse (Memory Gospel - Moby)  
Watchmen, Alternate history intro (The Times They Are A-Changing - Bob Dylan)  


I think I remember Oceans 11 having an outstaning ening where they all walk away from the Bellagio Fountains set to Claire De Lune, but it has been a long time since I've seen it.  I think I remember Gamer having a really unexpecte ance scene in it too, but haven't seen that for a long time either.

An bonus points for episoe 3 of Ms. Marvel with the weing ance.  They all looke like they were having such a goo time.

(An lastly, I have La La Lan on 4K, but haven't watche it yet.)","Clerks 2, The Lure, Southland Tales, La La Land, Climax, Girl Asleep, Gamer, Beetlejuice, Watchmen, Oceans 11, Dark City, Ms. Marvel, The Big Lebowski, Death Proof, Last Night In Soho, Ms. Marvel (episode 3), Mulholland Drive"
378,"So your boys going on a ate with her so can you guys please suggest some with half ecent stories so we can enjoy it?

Something like 50 shaes woul be goo .

Thank you guys for helping .","50 shaes, 50 Shades of Grey"
379,"I’m not necessarily looking for a movie about black metal bans, but I really enjoy the ark atmosphere an bitter ening the movie has. What is it? A fall from Grace? With this movie going into graphic etail of the controversy of this ban with the murer an betrayal I just love every minute of it. You on’t even have to be a black metal fan to enjoy it. But I’m looking for movies that also have “bitter” ens an arker themes. Thank you!",A fall from Grace
380,"I‘m looking for some movies that you’ consier iconic an worth watching. 
I like ol an newer movies, so I on’t care when it was release. 
Also every genre is appreciate. Be it biopic, sci-fi or romance. You can even suggest timeless classics. Doesn’t matter what, tell me what movies are worth watching",","
381,"I woul like to rank them as follows.

1. Watcher (9/10)

2. Bullet Train (10/10)

3. The Batman (9/10)

4. Ambulance (8/10)","The Batman, Watcher, Bullet Train, Ambulance"
382,"I‘m looking for some movies that you’ consier iconic an worth watching. 
I like ol an newer movies, so I on’t care when it was release. 
Also every genre is appreciate. Be it biopic, sci-fi or romance. You can even suggest timeless classics. Doesn’t matter what, tell me what movies are worth watching",","
383,"Please suggest me some of the most realistic Action or Aventure or Thriller or Murer Mystery movies. By realistic I mean 100% accurate to reality. 

PS: Please on't suggest any ocumentries.",","
384,"What woul you recommen from Disney, Netflix an Prime at the minute?

Haven't watche too many movies recently, looking for a few goo suggestions.

I like most genres especially murer mystery an sci-fi. Not big into action or superhero",Murder Mystery
385,Any movies regaring going further own to space where they get lost an finally reache the en of space just to fin out the truth they have been looking for an must pay for it.,","
386,"Hi so the title says it all. I'm a bit supernatural fan an afterlife stuff, but the only time I've seen these being eeply epicte in movies or TV series'is when its focuse aroun horror or scary genre. Are there any ""feel goo supernatural"" movies or tv shows that on't give you the negative vibes that you get from the horror movies? So that I can enjoy them without getting nightmares. Talaash(2012) which is a non-English movie I' watche is a goo example.","supernatural, Talaash, afterlife"
387,"Im looking for movies centere aroun someone who is quietly working alone. i know it souns strange, but just films about being alone. One film that comes to min is Womb with Eva Green. She works remotely, while unergoing something quite mysterious. There are very few  people in the film. Also Uner the Skin with Scarlet Johansson coul fall uner this category.  Does anyone have any recommenations?","Womb, Under the Skin"
388,"I'm thinking of both classics an lesser known sixties movies. I know about Criterion, but that service is in US an I on't want to use a tool to circumvent that. I also know about Mubi an Arrow but they on't exactly meet my requirements. Seventies movies is also welcome. I'm just in search of a streaming service that focuses more on everything 1979 an uner. Like a really classic streaming service.","Mubi an Arrow, Criterion"
389,"To quote a tumblr post I saw that perfectly encapsulates the moo I’m looking for: “the love was there. It in’t change anything. It in’t save anyone. There were just too many forces against it. But it still matters that the love is there.”

Closest examples of what I’m looking for are In The Moo For Love, an Celeste &amp; Jesse Forever. Thanks!","Celeste & Jesse Forever, In The Moo For Love, The Moo For Love"
390,"I recently starte to love the foun footage genre of movies. Till now I've watche the following:
1)Cloverfiel ,
2)The Blair Witch Project,
3)Lake Mungo
4) [Rec]. 
Please suggest me similar movies with a goo story an overall tense atmosphere. Thanks","Rec, [Rec], Cloverfiel, Lake Mungo, The Blair Witch Project, Cloverfield"
391,"it was a movie where a girl was kinappe by a man an put in a room, she manages to escape an run to a forest where she encounters another man who helps her but when they are escaping a car, there's a log in front which stops them an the kinapper kills the man an the girl runs in the forest an then they show night time when its raining an the girl is hiing in the forest an the man is looking for her with a torch, it MIGHT be turkish but i have no iea tbh",","
392,"Are there any similar movies like Se7en? With a really goo story an overall tense atmosphere. Non English movies are also welcome, although I've watche Memories of Murer...that's it . Thanks","Se7en, Memories of Murer"
393,"I have been without a romantic partner for two long years an, espite having lowere my expectations even further, I fin myself itche yet again. I woner if there is a movie out there that captures the essence of true, eep love: one that can give me a sense of what it might feel like to experience such profoun emotion, an that also contains a egree of seuction an affection.",","
394," Damsel in Distress scenario.

Examples off the top of my hea as to what I mean - Live Free or Die Har, Polar (2019)

 Welcoming your suggestions.

Thank You","Live Free or Die Hard, Polar, Live Free or Die Har"
395," Please help, i am in search for movies similar to the game The Quarry. 

Something like Sleepaway camp or similar movies, or can be tv show. But nees to be mystery, thriller or horror genre. 

Thank you very much.","Sleepaway camp, The Quarry, Sleepaway Camp, the game"
396,I'm looking for a goo movie to watch with an unerrate villain performance so which villain performance o you think is most unerrate? Movies can be any genre :),goo
397,"From the first ones that enter my min, it seems the best films I’ve ever seen usually have the themes I’ve mentione above, with movies like Gofather 1&amp;2, City of Go, Come an See, Schinler’s List, 12 Angry Men, One Flew Over the Cuckoo’s Nest, an many more greats, both popular an lesser known titles 

I’m looking to fin films that are more or less as great as the ones I’ve liste, but focusing on ifferent themes an having perhaps a more heartwarming or hopeful feel

Having seen Manchester By The Sea, Schinler’s List, an Grave of The Fireflies all in the same week one time, seeing Olboy on Christmas Eve, an now having recently seen Come an See, I guess I just want to be free from all the weight an just be happy","Come an See, Schindler’s List, Schinler’s List, City of God, Manchester By The Sea, Oldboy, Grave of The Fireflies, The Godfather 1&2, 12 Angry Men, Gofather 1&2, City of Go, Come and See, One Flew Over the Cuckoo’s Nest, Boy Double"
398,"Sometimes, there's time in your life when you know what you are oing is far from what you ought to o but you just can't. Your brain an heart stans in the opposite poles but you still want to get a taste of overcoming that istance even if it means someone else oes it for you. I'm looking for those kin of characters an we'll written ones. Any suggestions will be welcome. Thanks. I'm gonna list out some of the similar kins I've alreay watche -

Perks of being a wallflower
Never back own
Cinerella man
Rocky
Rain man
A beautiful min
Goo will hunting
Hell or high water
Etc.","Perks of being a wallflower, A beautiful min, Never back own, Goo will hunting, Rocky, Hell or high wate, Perks of being a wallflower Never back own Cinerella man Rocky Rain man A beautiful min Goo will hunting Hell or high water Etc, Cinerella man Rocky Rain, Cinerella man, A beautiful min Goo will hunting, Rain man"
399,"1. The Gofather 1-2
2. Toy Story
3. Moneyball
4. Shawshank
5. Pulp Fiction
6. Gone Girl
7. Goofellas
8. Interstellar
9. Goo Will Hunting
10. This Boys Life
11. 500 Days of Summer
12. Inglorious Basters
13. Brokeback Mountain
14. Coach Carter
15. American History X
16. Blow
17. Boyz n the Hoo
18. Friay
19. The Truman Show
20. Donnie Brasco","Blow, Gone Girl, The Godfather 1-2, Shawshank, Good Will Hunting, 500 Days of Summer, Inglorious Basters, Inglorious Basterds, Friay, The Truman Show, This Boys Life, The Gofather 1-2, This Boy's Life, Toy Story 3, Moneyball, Boyz n the Hoo, Interstellar, Coach Carter, Boyz n the Hood, American History X, Donnie Brasco, Friday, Goofellas, Toy Story, Brokeback Mountain, Goodfellas, Pulp Fiction, Goo Will Hunting"
